tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1956,SMA,Rencana Menikah,151953797,0,0,22,271320,463123,114227,287057,3,2,9,0,
1963,Sarjana,Menikah,120720092,0,1,25,26189,194826,18498,182,2,0,8,0,
1955,Sarjana,Rencana Menikah,110588665,0,0,63,41026,256920,28565,1456,5,9,8,0,
1980,Magister,Menikah,138328658,0,0,71,203881,596610,40747,272969,0,7,4,0,
1960,SMA,,164374000,0,0,85,40460,716142,305473,48552,0,3,11,0,8/18/2013
1943,SMA,Rencana Menikah,108356668,0,0,22,70805,223853,99180,21161,0,8,3,0,
1968,Sarjana,Rencana Menikah,150488921,0,0,16,201238,1495772,217865,214256,2,8,5,0,
1984,SMA,Sendiri,50059519,1,0,67,34732,58686,12489,,2,0,1,0,
1972,,Rencana Menikah,173818087,0,0,10,107430,1276561,116259,307331,0,7,,0,
1982,Magister,Rencana Menikah,164933425,0,0,14,46128,788537,22271,,0,5,,0,
1964,Sarjana,Rencana Menikah,99732430,0,1,51,11889,46976,29101,12610,1,2,3,0,
1968,Sarjana,Menikah,110825200,0,0,31,233468,1044369,64647,21934,2,5,5,0,
1984,Doktor,Sendiri,76282000,1,0,24,,234668,34391,0,4,8,6,0,1/30/2014
1979,Sarjana,Menikah,5073000,,0,36,2023,3479560,10115,2023,14,3,0,0,1/4/2013
1985,SMA,Sendiri,157827765,0,0,42,91161,1312122,153173,112374,1,6,7,0,
1951,Sarjana,Rencana Menikah,,0,0,4,53570,473738,58323,18284,0,10,8,0,
1960,Sarjana,Menikah,149692000,0,1,96,64736,515865,26299,68782,4,3,9,0,12/19/2013
1980,Sarjana,,79295325,1,0,,44752,137195,50267,10115,1,3,2,0,
1958,Sarjana,Rencana Menikah,136543856,0,1,,30742,290924,22611,0,3,8,8,0,
1973,Sarjana,,90391000,1,1,93,24276,,30345,42483,6,7,5,0,7/25/2013
1971,Sarjana,Menikah,130407000,0,1,,153748,685797,362117,273105,3,8,4,0,3/31/2013
1975,Sarjana,Sendiri,42420000,0,0,33,89012,52598,28322,48552,,5,,0,2/23/2013
1979,Sarjana,Rencana Menikah,165051911,0,0,30,351198,1421880,253096,116572,0,3,8,0,
1952,Sarjana,Sendiri,100232708,0,1,66,7271,102684,29136,10515,2,4,3,0,
1964,Sarjana,Rencana Menikah,160947080,0,0,64,42225,762962,306478,141243,2,2,5,0,
1971,Sarjana,,80761000,1,2,95,50575,208369,,16184,5,7,7,0,8/18/2012
1948,Magister,Cerai Mati,161205000,0,0,39,38437,1201662,360094,48552,5,1,11,0,10/27/2012
1958,Magister,Sendiri,154830734,0,0,44,32465,689614,148354,144817,3,,5,0,
1970,Sarjana,Rencana Menikah,138131182,0,0,11,41892,1026983,231342,139106,2,10,7,0,
1958,Sarjana,Menikah,155901404,0,0,14,140219,839351,215797,170626,1,7,7,0,
1983,SMA,Rencana Menikah,164921294,0,0,26,37246,704893,109427,53372,1,3,9,0,
1960,Doktor,Cerai,100601000,0,1,9,36414,163863,60690,22253,1,3,,0,11/4/2013
1967,Sarjana,Rencana Menikah,100578829,0,0,40,10115,59120,10790,0,0,3,3,0,
1969,Sarjana,Menikah,134817000,1,0,,0,556325,131495,301427,2,10,12,0,5/25/2014
1970,Sarjana,Sendiri,130127000,0,1,33,76874,347956,311542,99127,3,5,5,0,11/11/2012
1960,Sarjana,Menikah,140257000,0,1,6,78897,428876,339864,196231,2,10,9,0,9/16/2013
1960,Sarjana,Rencana Menikah,166396981,0,0,62,100368,892122,329810,35447,1,0,13,0,
1981,Sarjana,Menikah,77990282,0,0,10,4197,24899,16788,,1,3,0,0,
1969,Magister,Rencana Menikah,181394058,0,0,84,216573,1672819,72457,,0,6,8,0,
1974,Magister,Rencana Menikah,117935620,0,1,54,22412,130428,67541,54383,1,5,10,0,
1968,Magister,Rencana Menikah,99358251,0,1,40,2813,39741,7209,,1,4,4,0,
1952,Sarjana,Rencana Menikah,151005197,0,1,87,144122,999352,34175,67056,0,12,6,0,
1972,Magister,Rencana Menikah,91610000,1,1,31,10115,173978,2023,0,4,6,6,0,2/12/2014
1951,Magister,Menikah,135804629,0,1,60,61895,403424,19727,,2,10,6,0,
1972,Doktor,Rencana Menikah,123230282,0,1,29,60672,676350,70992,64370,9,9,5,0,
1959,Sarjana,Sendiri,152340307,0,0,13,132531,366898,104614,74478,2,9,3,0,
1980,SMP,Sendiri,49329243,1,0,26,,5167,6519,15964,0,0,1,0,
1953,Sarjana,Rencana Menikah,122726000,,0,40,8092,402577,48552,44506,3,6,6,0,5/15/2013
1959,Sarjana,Rencana Menikah,128753000,0,1,73,105196,,58667,103173,,4,11,0,10/5/2012
1968,Doktor,Menikah,111954000,1,,71,0,182070,10115,,6,4,5,0,7/29/2012
1965,,Sendiri,148398000,0,1,5,50575,434945,176001,58667,0,6,8,0,10/3/2013
1949,Magister,Rencana Menikah,163858091,0,0,73,188920,1325729,54705,90193,0,2,8,0,
1969,Sarjana,Rencana Menikah,99593926,0,0,69,4846,1611089,9861,8892,3,2,2,0,
1970,Magister,Menikah,110502199,1,1,5,17147,249625,20577,8573,9,5,,0,
1957,Magister,Rencana Menikah,110785000,1,1,87,26299,97104,44506,2023,5,7,6,0,7/7/2013
1981,Sarjana,Menikah,167009235,0,0,39,212278,1407092,113884,336968,2,4,7,0,
1949,Magister,Rencana Menikah,,0,1,92,,97661,3991,8092,2,4,,0,
1989,SMA,Menikah,110036615,1,1,44,2647,62716,13222,4666,5,2,6,0,
1970,Sarjana,Rencana Menikah,,0,1,11,5552,68332,7942,1764,4,6,5,0,
1963,Doktor,Menikah,135505820,0,0,67,49938,1031495,67105,76445,,7,6,0,
1985,Magister,Menikah,165720826,0,0,33,168323,,87530,73024,0,4,10,0,
1974,,Menikah,71870000,1,0,77,8092,18207,4046,14161,3,1,3,0,6/29/2013
1974,Magister,Cerai,158884963,0,0,11,113912,,83574,151388,0,6,4,0,
1944,Magister,Menikah,95434269,0,,58,25927,409554,324216,110356,,,4,0,
1960,Doktor,Menikah,112619000,0,1,79,28322,293335,56644,42483,9,,14,0,2/16/2013
1958,SMA,,151674000,,1,48,240737,962948,74851,307496,3,8,9,0,4/18/2013
1974,Sarjana,Cerai,139496674,0,0,,22054,533661,153990,40297,4,3,10,0,
1924,Doktor,Rencana Menikah,169378513,0,0,40,201480,889833,152578,91533,1,4,7,0,
1963,Sarjana,Sendiri,67787542,0,1,65,2023,46147,15781,6471,2,0,2,0,
1980,Magister,Sendiri,76165000,1,0,77,2023,52598,6069,12138,3,1,3,0,4/14/2014
1954,,Menikah,64626000,1,1,37,0,18207,10115,0,4,0,5,0,7/18/2013
1972,Sarjana,Menikah,152590521,0,1,32,82919,393238,243644,22368,0,9,10,0,
1960,Sarjana,Sendiri,152518651,0,0,9,136852,340312,137043,55036,2,10,4,0,
1957,Sarjana,Sendiri,138071435,0,0,,56663,,,202343,3,9,5,0,
1970,Sarjana,,110803720,0,1,,23749,278917,23884,8159,8,5,7,,
1942,Doktor,Cerai,95600000,0,0,57,14161,410669,319634,97104,3,8,5,0,1/29/2013
1965,Doktor,Rencana Menikah,129102980,0,0,68,,499124,14774,30491,0,9,5,0,
1965,Sarjana,Cerai,170256805,,0,69,123107,1815020,131387,198575,0,3,4,0,
1957,Doktor,Rencana Menikah,112048000,1,1,14,0,22253,6069,2023,3,0,4,,1/30/2014
1974,Doktor,Menikah,130074000,0,1,92,38437,72828,4046,0,5,3,7,0,10/25/2012
1972,Sarjana,Menikah,132585000,0,1,51,30345,89012,0,,1,9,7,0,3/31/2014
1988,,Sendiri,104444203,0,0,,62308,405412,57012,,6,7,,0,
1974,Sarjana,Sendiri,51402342,1,0,11,14030,24145,12138,30149,1,3,4,,
1963,Magister,Rencana Menikah,,0,0,90,171739,1754353,62360,,0,7,9,0,
1973,SMA,Menikah,116972252,0,1,16,,146004,667,12911,2,1,5,0,
1960,Magister,Rencana Menikah,125144502,0,0,66,82566,754721,147913,137610,2,10,5,,
1958,Sarjana,Cerai,140410000,0,0,78,105196,1881390,364140,60690,0,8,5,0,5/20/2013
1973,Doktor,Menikah,142431000,1,,48,210392,400554,,56644,3,4,13,0,11/16/2013
1963,Sarjana,Menikah,159365210,0,0,57,136077,1036587,382131,,0,4,9,0,
1972,Sarjana,Rencana Menikah,105859912,1,0,56,34970,335428,75890,1443,3,8,3,0,
1970,Magister,,105127000,1,0,12,34391,165886,44506,14161,2,7,9,0,1/19/2014
1977,Sarjana,Rencana Menikah,67407682,1,0,26,10115,49082,7280,0,2,0,3,0,
1955,Sarjana,Rencana Menikah,,1,1,63,6069,10115,0,0,1,0,4,0,6/23/2014
1987,Magister,Rencana Menikah,184113292,0,0,,225841,1483783,156273,147227,2,5,7,0,
1969,Sarjana,Menikah,172462828,0,0,0,205253,773850,226246,,1,6,4,0,
1989,Sarjana,Sendiri,191637474,0,0,32,240841,1853708,188988,277411,1,5,10,,
1989,Magister,Rencana Menikah,184321272,0,0,91,280016,1320751,,184694,2,4,6,0,
1970,Sarjana,Menikah,131367654,0,1,88,8583,117108,15427,19681,3,7,4,0,
1961,Sarjana,Rencana Menikah,80043088,0,0,27,42833,145256,24753,16056,1,4,4,,
1954,Sarjana,Sendiri,107043364,1,,59,39685,34290,37379,36495,5,2,8,0,
1965,Doktor,Cerai,170818361,0,,46,141204,1435625,138857,181671,2,3,7,0,
1961,Sarjana,Rencana Menikah,28618862,1,0,92,6047,12170,8048,4024,0,3,4,0,
1967,Doktor,Rencana Menikah,64296000,0,0,,20230,372232,182070,28322,2,8,6,0,8/29/2012
1969,Sarjana,Sendiri,125368000,0,0,74,4046,445060,238714,91035,2,7,2,0,
1960,Sarjana,Rencana Menikah,110773666,0,1,55,35149,264984,22618,1826,6,8,8,0,
1976,Sarjana,,56070224,1,0,60,7922,127100,24107,11801,2,1,5,0,
1957,Sarjana,Menikah,132289163,,1,26,55678,491439,62677,23056,3,5,9,0,
1983,Magister,Sendiri,130696414,,0,46,33234,601109,38627,91123,2,3,5,0,
1955,Doktor,,83361000,1,1,10,0,10115,0,2023,2,0,5,0,9/22/2012
1949,Magister,Sendiri,18068000,1,1,59,4046,20230,0,,6,2,3,0,3/21/2013
1972,Sarjana,Rencana Menikah,151213395,0,0,49,157994,639475,98240,145386,,,5,0,
1959,Sarjana,Sendiri,125220031,,0,56,100721,603581,157097,136477,0,8,8,0,
1952,Sarjana,Menikah,134850427,0,0,64,21646,145640,14191,13462,3,4,7,0,
1972,Sarjana,Menikah,69685894,1,,32,3798,31005,8711,10362,3,3,3,0,
1976,Magister,Cerai,112585702,1,0,1,31382,136276,10650,5383,1,4,3,,
1967,Magister,Rencana Menikah,109559809,0,1,,15785,202954,25558,29775,6,4,8,,
1985,Magister,Rencana Menikah,165501655,0,0,23,199723,1362239,94952,78922,0,4,11,,
1964,Doktor,Sendiri,107752504,0,1,44,2280,3328,5241,9544,2,2,7,0,
1955,Sarjana,Rencana Menikah,151341000,0,0,70,46529,780878,491589,99127,0,6,14,0,2/25/2013
1965,Sarjana,,136269119,1,0,26,109871,452763,17990,87994,3,6,6,0,
1970,Magister,Sendiri,79399671,1,0,2,6965,65029,5802,6299,2,,0,0,
1961,SMA,Rencana Menikah,53992185,1,1,70,1015,38422,0,3376,3,0,2,0,
1979,Sarjana,Menikah,60229000,1,1,96,0,4046,2023,4046,3,3,0,0,3/10/2014
1967,Sarjana,Rencana Menikah,123089499,0,1,67,97536,409882,,121674,2,3,12,0,
1985,Magister,Rencana Menikah,45220965,1,0,74,712,29390,356,356,1,0,2,0,
1966,Sarjana,Rencana Menikah,102073929,0,1,63,10082,57973,28192,20495,,,4,0,
1975,Sarjana,Sendiri,62671000,1,0,19,,72828,50575,32368,0,8,0,0,8/17/2012
1968,Sarjana,Sendiri,140054745,0,0,24,59249,201388,34333,78470,0,8,4,0,
1967,Sarjana,Rencana Menikah,130880562,0,1,26,83468,201679,1936,87165,2,6,8,0,
1953,Doktor,Sendiri,106704479,1,1,42,2503,121545,10014,0,8,9,5,0,
1951,,Menikah,131968770,0,1,25,80170,285983,77895,56687,2,8,9,0,
1973,Sarjana,Menikah,10714000,0,1,7,14161,12138,,0,2,3,0,0,7/28/2013
1959,SMA,Sendiri,97990891,0,0,2,30222,96786,16135,28248,1,6,9,0,
1985,SMA,Sendiri,103696093,0,0,,50102,312710,63143,54514,4,6,2,0,
1970,Sarjana,Sendiri,200899625,0,0,35,75731,1604205,,171079,1,4,10,0,
1970,Sarjana,Rencana Menikah,104744432,0,0,40,25989,,133376,47871,1,3,2,0,
1977,Sarjana,Rencana Menikah,118810462,0,1,60,30193,172971,85239,72449,2,8,6,0,
1948,Magister,Cerai Mati,135304000,0,1,7,12138,38437,,2023,5,6,7,0,1/23/2014
1952,Sarjana,Menikah,,0,0,80,182252,972804,128376,132934,1,10,8,0,
1959,Sarjana,Sendiri,84466231,1,0,,0,103753,3178,8422,2,2,3,0,
1986,Doktor,Sendiri,68082000,0,0,44,2023,26299,24276,10115,3,0,2,0,9/13/2013
1947,Doktor,Rencana Menikah,148684000,0,0,0,103173,1062075,192185,157794,1,7,6,0,11/17/2013
1961,Sarjana,Sendiri,90364787,1,1,31,5140,,14927,3279,0,5,2,0,
1955,Sarjana,,97821165,0,1,61,6610,13546,2708,1173,1,0,3,0,
1945,Doktor,Menikah,106130000,0,0,89,22253,135541,0,14161,0,6,4,0,4/15/2013
1950,Magister,Menikah,151048000,0,1,,157794,1007454,4046,30345,1,14,7,0,3/31/2013
1980,SMA,,119653307,0,1,17,45845,202320,122598,,0,9,8,0,
1962,Doktor,Rencana Menikah,134745000,0,1,91,8092,196231,18207,52598,1,4,13,0,9/13/2013
1981,SMA,Rencana Menikah,164738717,0,0,19,57065,,114425,108314,1,3,,0,
1969,Magister,Menikah,110390617,1,1,6,16041,237564,19249,8020,9,5,7,0,
1958,Sarjana,Sendiri,160640129,0,0,96,56315,965046,425201,288007,1,4,7,0,
1963,Doktor,Rencana Menikah,64575000,1,1,12,4046,0,4046,6069,3,2,4,0,6/15/2014
1952,Doktor,Cerai,62866548,0,1,1,2968,,1404,1077,3,0,1,0,
1961,Magister,Rencana Menikah,107957223,0,1,45,9763,,14375,21173,3,2,5,0,
1945,SMP,Sendiri,116526762,0,1,66,3257,74544,91209,141032,,2,9,0,
1964,Doktor,Menikah,169193295,0,0,44,91925,739622,91651,72827,0,3,11,0,
1983,Sarjana,Rencana Menikah,54886000,1,0,29,2023,12138,0,,0,0,0,0,10/25/2013
1957,Sarjana,Sendiri,175547377,0,0,65,109987,1038084,196663,118837,2,4,10,0,
1964,Magister,Rencana Menikah,,0,0,92,15236,330851,44727,42270,0,7,8,0,
1988,Sarjana,Sendiri,147412000,0,0,78,273105,1523319,0,36414,0,7,6,0,10/31/2013
1961,SMA,Rencana Menikah,110928435,0,1,75,11135,47849,2744,,4,5,,0,
1949,,Cerai,117010000,0,1,70,0,50575,8092,8092,0,4,4,0,10/13/2013
1948,Sarjana,Rencana Menikah,77331000,0,0,23,4046,74851,311542,34391,0,2,6,0,8/30/2012
1975,SMA,Rencana Menikah,191184112,0,0,14,49009,403857,135965,196440,0,7,7,0,
1973,Sarjana,Rencana Menikah,165822283,0,0,35,92791,826513,79373,54457,0,8,,0,
1962,Doktor,Menikah,113016342,0,1,13,40822,24710,21350,8144,2,6,7,0,
1967,Magister,Menikah,145965000,0,1,82,70805,220507,2023,18207,3,7,11,0,2/22/2014
1962,SMA,Rencana Menikah,196522000,0,0,37,364140,722211,370209,56644,0,5,12,0,4/22/2014
1965,Magister,Menikah,114727945,0,1,52,6729,90797,1362,8134,3,10,4,0,
1966,Sarjana,Rencana Menikah,131459496,0,0,100,284152,354677,66230,94685,0,6,10,0,
1973,,Rencana Menikah,165504328,0,0,24,285994,1489413,330769,168126,0,3,9,0,
1965,Doktor,Menikah,91975000,1,1,,0,44506,0,6069,3,0,2,0,2/23/2013
1952,Doktor,Menikah,112057000,0,,11,6069,2023,6069,2023,4,4,4,0,3/2/2014
1959,Sarjana,Rencana Menikah,137912000,0,1,22,38437,1149064,192185,242760,5,14,6,0,9/24/2012
1973,SMA,,81783337,1,1,42,7431,16866,10122,4728,2,2,1,0,
1970,Sarjana,Cerai,138331977,0,0,51,16202,436743,138747,36246,3,5,10,0,
1991,Sarjana,Sendiri,40060213,1,0,68,2786,23367,206,12695,1,0,0,0,
1900,Magister,Sendiri,169786609,0,0,41,288071,1145589,198534,120718,3,4,4,0,
1970,Sarjana,Sendiri,86922000,1,1,78,6069,14161,0,0,4,4,3,0,4/19/2014
1968,Magister,,126116753,0,0,73,35891,675473,99930,94439,,2,7,0,
1967,SMA,Menikah,135159513,0,0,22,44805,362756,92045,68490,4,,13,0,
1953,Sarjana,Sendiri,,0,0,44,8092,4046,2023,10115,0,1,3,0,4/16/2014
1967,,Menikah,109186233,1,,20,15339,,21830,7058,8,6,,0,
1979,Magister,Rencana Menikah,165401896,0,0,24,56354,843726,81461,40496,0,3,7,0,
1966,Sarjana,Menikah,124881047,0,,72,5235,98400,3568,4758,0,5,5,0,
1963,Sarjana,Sendiri,130348192,0,0,63,28938,535722,98277,38783,1,3,7,0,
1957,SMA,Menikah,166648399,0,0,40,112547,1693070,376294,266122,0,8,11,0,
1973,Sarjana,Menikah,74263463,,0,39,4313,124935,106006,75225,0,6,5,0,
1965,Sarjana,Menikah,128301302,,1,24,12782,215236,40030,15861,0,10,8,0,
1964,Sarjana,Menikah,138165928,0,1,82,41918,236352,39525,46672,4,6,8,0,
1965,Magister,Rencana Menikah,140537235,0,1,66,75058,229215,60942,66784,2,2,9,0,
1954,Sarjana,Menikah,150971705,0,0,25,184334,1458099,349165,251027,0,4,5,0,
1979,Sarjana,Menikah,84871000,1,0,27,14161,46529,22253,4046,2,2,5,0,6/6/2014
1960,Magister,Rencana Menikah,78631828,0,1,61,9888,,0,12359,0,2,0,0,
1948,Sarjana,Cerai,135103363,,0,5,34045,108417,17812,13280,4,6,7,0,
1972,SMA,Sendiri,102657812,0,1,71,27949,259127,65640,9316,1,4,5,0,
1947,Magister,Rencana Menikah,96256019,0,0,25,16547,440505,165677,94717,4,10,6,0,
1958,Sarjana,Rencana Menikah,,,0,9,149278,771047,227921,,1,8,7,0,
1949,,Rencana Menikah,175549000,0,0,75,339864,1351364,505750,206346,3,6,11,0,9/25/2013
1975,Sarjana,Rencana Menikah,69571055,,0,38,6533,36513,30476,5969,1,4,2,0,
1974,Sarjana,Rencana Menikah,44414000,1,0,45,22253,64736,,8092,5,0,4,0,10/4/2013
1972,Sarjana,Rencana Menikah,165016938,0,0,43,137439,1171524,74902,82500,0,4,10,0,
1981,SMA,Sendiri,171106000,,0,0,84966,228599,64736,331772,3,6,5,0,2/26/2013
1967,,Menikah,48950000,1,0,77,10115,18207,0,6069,4,6,,0,5/25/2014
1988,Sarjana,Rencana Menikah,185615786,0,0,16,52830,328509,128047,55343,2,13,9,0,
1962,Sarjana,Rencana Menikah,110779748,0,1,47,,267804,,3107,6,7,8,0,
1957,Sarjana,Sendiri,104556838,1,1,41,3279,6400,11150,3279,3,0,3,0,
1956,Sarjana,Rencana Menikah,110320336,0,,66,35570,252367,21747,0,6,9,8,,
1975,SMA,Sendiri,51517266,1,0,22,12771,24970,30206,23395,1,2,4,0,
1949,SMA,Menikah,134426109,0,0,,107992,344639,30136,51281,1,8,7,,
1986,Sarjana,Rencana Menikah,55620853,1,0,50,0,27828,3727,4683,1,3,,0,
1984,Sarjana,Menikah,62609000,1,0,102,0,32368,36414,36414,0,0,6,0,4/3/2014
1969,,,153984490,,0,43,74715,591539,181761,35821,0,7,11,0,
1973,Sarjana,Rencana Menikah,165434702,0,0,16,148635,1216186,92328,63760,0,7,9,0,
1976,Doktor,Menikah,319003000,0,1,93,6069,3210501,0,2023,16,0,0,0,2/27/2014
1976,Sarjana,Cerai,84131000,1,0,73,2023,14161,2023,0,0,0,2,0,12/16/2012
1948,Doktor,Sendiri,159784000,0,0,29,46529,226576,125426,139587,0,7,14,0,11/27/2012
1977,Sarjana,Sendiri,97053832,0,1,50,8332,168307,36281,1782,1,5,4,0,
1959,Magister,Menikah,,0,1,0,4046,91035,22253,12138,0,0,5,0,6/7/2013
1946,Sarjana,Rencana Menikah,107133833,0,0,38,40375,186416,62420,9907,3,9,4,0,
1972,Sarjana,Rencana Menikah,176514000,0,,105,24276,831453,208369,54621,1,5,11,0,
1985,Magister,Rencana Menikah,136846648,,0,,65470,735718,108762,138368,0,6,8,0,
1987,Sarjana,Sendiri,138591686,0,0,22,3701,845740,338985,116639,0,3,6,0,
1965,Sarjana,Sendiri,158364000,1,,33,36414,441014,52598,84966,,6,9,0,
1960,SMA,Sendiri,96700000,0,1,7,6069,14161,6069,8092,2,4,1,0,7/25/2013
1976,Doktor,Menikah,127670000,0,1,36,12138,180047,0,4046,0,1,10,0,8/21/2013
1972,Sarjana,Rencana Menikah,,0,1,19,76874,,97104,62713,4,6,10,0,10/24/2013
1977,SMA,Rencana Menikah,51608439,1,0,37,24044,21139,17003,9090,1,0,1,0,
1967,,Cerai,71886312,1,0,48,13017,32675,4353,3628,2,0,5,0,
1958,Sarjana,Rencana Menikah,104015205,0,1,15,2023,71797,22019,188,6,2,2,0,
1975,Magister,Sendiri,139765858,0,0,28,28029,984825,157122,90081,,2,4,0,
1960,Sarjana,Sendiri,164559403,0,0,62,76006,985859,55789,85913,1,4,9,0,
1970,,Cerai,109580925,0,,,4427,1521,2655,3035,4,5,6,0,
1956,,Sendiri,78219890,1,0,44,19488,114859,44143,42716,3,1,3,0,
1977,Sarjana,Rencana Menikah,81561572,0,1,30,517,11620,4517,0,2,3,1,0,
1950,Sarjana,Sendiri,126532000,0,1,33,10115,265013,,36414,3,10,10,0,2/15/2013
1960,Sarjana,Menikah,152071832,0,1,58,146749,338810,188185,49645,2,10,7,0,
1983,Doktor,Rencana Menikah,141142000,0,0,20,0,799085,56644,4046,2,8,6,0,10/1/2013
1976,Sarjana,,150582000,0,0,30,4046,,,125426,0,8,10,0,
1973,Sarjana,Menikah,110811433,0,1,6,20824,282493,,9784,8,5,7,0,
1976,Magister,Sendiri,96822770,0,1,60,7022,67968,476,3336,3,1,1,0,
1977,Sarjana,Rencana Menikah,165181288,0,0,39,329409,1453267,219893,119425,0,3,8,0,
1959,Sarjana,Menikah,155589000,0,1,,149702,770763,228599,155771,1,8,8,0,3/28/2014
1978,Sarjana,Sendiri,168366284,0,0,86,247393,936996,385742,307638,1,7,9,0,
1965,SMA,Sendiri,80623361,0,,39,6593,13771,4113,3199,1,2,1,0,
1953,Sarjana,Menikah,127464510,0,1,48,137922,573321,110074,94268,4,8,7,0,
1958,Magister,Sendiri,102993850,0,0,82,15752,,8235,9971,1,0,5,0,
1980,Sarjana,Sendiri,84082021,1,0,39,14263,115845,36390,22835,1,7,2,0,
1975,Magister,Sendiri,61642000,1,0,57,2023,56644,20230,0,3,0,5,0,9/17/2013
1973,Sarjana,Menikah,151861714,0,0,58,49703,533449,161264,88573,1,7,9,0,
1961,Sarjana,Rencana Menikah,,2,1,100,0,2023,6069,8092,2,2,5,0,6/25/2014
1965,Sarjana,Rencana Menikah,149488897,0,0,45,141640,984522,304341,253192,1,6,10,0,
1940,Doktor,Rencana Menikah,169159674,0,0,39,143912,726300,122011,73702,1,4,10,0,
1955,Doktor,Menikah,78585900,1,1,26,7273,30514,602,0,5,1,1,0,
1968,Magister,Rencana Menikah,91907810,0,1,57,7570,40917,6547,6090,5,6,6,0,
1984,Magister,Rencana Menikah,87665000,1,0,50,,30345,4046,8092,,1,1,0,1/13/2013
1941,Sarjana,Rencana Menikah,108575179,0,0,21,66069,200514,94384,16989,0,8,4,0,
1983,Magister,Sendiri,84863690,0,0,61,7050,105076,5548,12338,0,2,4,0,
1914,Doktor,Rencana Menikah,170069914,0,0,37,235801,1139614,,138515,2,4,5,0,
1952,Sarjana,Sendiri,108935705,1,1,27,848,56841,16575,4829,4,2,4,,
1973,Sarjana,Rencana Menikah,117597484,1,1,63,45906,169236,18504,17723,6,7,5,0,
1971,SMA,,155563971,0,0,7,213741,540244,237063,182673,1,0,14,0,
1970,Sarjana,Cerai,109622000,0,1,43,2023,12138,0,0,4,5,6,0,8/17/2013
1958,Sarjana,Cerai Mati,97389000,0,1,65,,50575,0,8092,3,8,,0,11/19/2012
1988,,Rencana Menikah,184149877,,0,87,235371,1455105,162508,153818,2,5,7,0,
1972,Sarjana,Menikah,152104434,0,1,50,54127,485150,183845,67770,1,7,10,0,
1967,Magister,Rencana Menikah,129162278,0,1,23,8763,195922,25391,18333,2,6,8,0,
1971,SMP,Rencana Menikah,19961813,1,0,5,32853,22671,,33482,1,1,4,0,
1970,SMA,Rencana Menikah,164608997,0,0,59,39080,711312,221294,,0,3,10,0,
1957,SMA,Sendiri,111321707,0,0,60,53634,305935,86046,42251,4,6,6,0,
1962,Sarjana,Rencana Menikah,140290151,,0,,77277,439891,342617,189913,2,9,8,0,
1959,Sarjana,Rencana Menikah,56633000,1,1,75,10115,42483,18207,0,,5,2,0,12/12/2012
1960,,Rencana Menikah,136073593,0,1,42,66321,367981,51198,31005,3,8,9,,
1953,Magister,Menikah,139207557,0,0,66,15718,169297,8826,7788,3,8,5,0,
1975,Sarjana,Sendiri,79183730,1,0,27,13401,70475,28825,37458,2,3,4,0,
1957,Sarjana,Menikah,105321457,0,0,50,13066,152541,61457,29320,0,1,2,0,
1958,Sarjana,Rencana Menikah,85964225,0,1,38,13913,36125,1982,2973,4,,1,0,
1981,,Menikah,36561531,,0,71,,18487,45447,330,2,5,2,0,
1999,SMA,Sendiri,66149621,,,63,395,8474,6483,6069,1,3,3,0,
1955,Sarjana,Sendiri,,0,1,57,52036,134708,60295,22607,5,5,3,0,
1949,Doktor,Sendiri,125037000,0,1,28,6069,202300,0,10115,,8,11,0,8/27/2013
1983,Magister,Sendiri,160574000,0,0,12,48552,1082305,147679,32368,0,1,13,0,7/1/2013
1981,Magister,Rencana Menikah,154934527,0,0,88,,508411,67274,28937,1,6,9,0,
1977,SMA,Menikah,42478746,0,0,93,14859,7436,10827,12166,1,2,2,0,
1957,Sarjana,Cerai,88775000,0,1,31,16184,68782,14161,0,4,6,6,,11/5/2013
1971,,Rencana Menikah,142200000,0,0,6,,716142,224553,97104,1,4,7,0,6/27/2014
1970,Magister,Menikah,130974019,0,,12,24735,157794,24083,32442,5,7,7,0,
1961,Sarjana,Sendiri,166215291,0,0,87,140919,1864620,89071,160257,0,5,10,0,
1956,Sarjana,Sendiri,172459587,0,0,36,71038,710007,118988,300293,2,4,11,0,
1974,Sarjana,Sendiri,191358935,0,0,70,131044,1793726,87803,32460,2,4,8,0,
1971,Doktor,Cerai,49845000,1,0,18,2023,50575,30345,,2,4,3,0,9/19/2012
1984,Sarjana,Sendiri,190604707,0,0,38,,1670797,201431,279725,0,5,10,0,
1961,Magister,Rencana Menikah,108135175,0,1,43,10432,130310,15617,22128,4,2,6,0,
1971,Sarjana,Sendiri,151293244,0,0,46,,619481,97897,140576,,9,4,0,
1984,Sarjana,Menikah,165853422,0,0,19,170184,1242920,30385,236485,1,3,6,0,
1958,Magister,Sendiri,107152471,0,0,13,103898,622275,79293,45945,2,5,7,0,
1960,Doktor,Rencana Menikah,130018465,0,1,39,16778,190707,1808,0,5,5,6,0,
1972,Sarjana,Menikah,151957431,0,1,56,45420,512947,165761,81501,1,7,10,0,
1974,Sarjana,Menikah,47673000,2,0,6,2023,,40460,10115,3,1,3,0,
1991,Sarjana,Sendiri,44665386,1,0,5,27540,58443,31530,9947,3,2,0,0,
